# Insolation data from five different pyranometers, facing in five different directions. ;;;;;;;;;;
# Contact: stephan.fuhrmann@gmx.net;;;;;;;;;;
;;;;;;;;;;
TIMESTAMP;N_mV_AVG;N_mV_STD;E_mV_AVG;E_mV_STD;S_mV_AVG;S_mV_STD;W_mV_AVG;W_mV_STD;TOP_mV_AVG;TOP_mV_STD
17.07.2019 17:00;61.22205;23.14045;26.11316;5.449256;23.9123;4.022568;87.71627;39.88704;96.02569;41.64013
17.07.2019 18:00;36.94854;32.6857;17.57531;5.524981;15.12465;5.653325;37.74219;39.48889;44.34323;36.51253
17.07.2019 19:00;13.47656;2.986249;9.43275;0.9615747;9.371446;0.7935171;10.97604;1.98882;17.55775;2.032636
17.07.2019 20:00;7.169062;2.833719;5.905834;1.265052;6.10323;1.155805;6.526256;1.641819;10.43372;2.419541
17.07.2019 21:00;1.673535;0.7928871;1.890264;1.015862;1.9447;1.264603;2.062984;1.094175;3.148913;1.604334
17.07.2019 22:00;-0.1488096;0.1693068;-0.01475377;0.2672754;-0.2017197;0.1763926;0.2007022;0.2630713;0.1841678;0.1939778
17.07.2019 23:00;-0.3172061;0.3004701;-0.1841678;0.26513;-0.3365387;0.2762956;0.2251222;0.1552138;0.09488203;0.1506562
18.07.2019 00:00;-0.265568;0.2002863;-0.1513534;0.2700258;-0.2854092;0.218069;0.2269029;0.1215095;0.06868135;0.2071715
18.07.2019 01:00;-0.3355211;0.2744354;-0.1589847;0.1750715;-0.3294162;0.1850334;0.1788259;0.2595541;0.09589951;0.1629849
18.07.2019 02:00;-0.41336;0.3689024;-0.1821328;0.2231648;-0.3688444;0.2054528;0.09513639;0.266685;0.03637568;0.1840613
18.07.2019 03:00;-0.2935492;0.2200022;-0.2083334;0.2629089;-0.3446787;0.1644601;0.1025133;0.2609117;-0.008140022;0.1953656
18.07.2019 04:00;-0.3647743;0.2261691;-0.1783171;0.2330805;-0.3963169;0.1974117;0.1060745;0.1924012;-0.02213067;0.2173937
18.07.2019 05:00;-0.4067463;0.2734481;-0.2457266;0.2223602;-0.3805456;0.2183104;0.06283072;0.2378228;-0.01577129;0.1551723
18.07.2019 06:00;0.4044569;0.816564;1.334708;1.85628;0.9221107;1.531984;0.7699944;0.9612824;1.338269;1.661375
18.07.2019 07:00;6.72594;1.786402;41.002;17.61091;26.8946;10.82644;7.088934;1.354682;18.43992;5.253919
18.07.2019 08:00;12.17899;2.213895;33.14003;11.8116;32.04647;11.88054;13.23642;2.668184;31.61886;7.771602
18.07.2019 09:00;20.25184;4.34966;60.65761;23.54386;73.49592;31.41979;21.1821;4.063238;63.399;21.59539
18.07.2019 10:00;25.07073;0.4662451;60.95955;6.306109;79.09168;7.166991;27.60635;0.8953454;83.21381;5.73802
18.07.2019 11:00;27.05308;1.183905;60.64845;4.86867;85.39381;8.488241;29.64669;1.576059;116.9946;14.34626
18.07.2019 12:00;28.14409;2.233146;39.88784;3.20823;82.5189;18.81147;44.52791;8.289743;136.071;30.34665
18.07.2019 13:00;29.80618;1.803468;34.43709;1.198066;84.52946;4.690719;75.80489;11.90021;172.7222;9.200624
18.07.2019 14:00;31.46649;4.030349;32.72134;5.353106;54.73014;17.94538;85.5935;26.70283;148.744;52.94999
18.07.2019 15:00;37.42194;10.84034;32.49671;6.352394;34.45744;7.615907;78.27385;41.58665;113.0302;56.53785
18.07.2019 16:00;27.42956;7.197149;23.95937;2.415363;27.83096;2.193344;36.37925;7.817601;51.59089;11.65295
18.07.2019 17:00;65.1005;26.14783;27.06783;3.818951;30.43755;6.301477;85.22442;34.94364;98.18379;32.03108
18.07.2019 18:00;82.96174;32.93501;20.07708;3.404275;19.09876;3.09066;83.94822;33.72617;78.48498;29.47067
18.07.2019 19:00;35.23455;35.30895;12.83528;3.079404;13.49512;2.940238;32.42727;27.87152;33.96955;21.23299
18.07.2019 20:00;9.064922;2.337813;6.267301;1.719211;6.645303;1.994127;7.183814;2.159161;11.51965;2.635335
18.07.2019 21:00;2.192717;1.929465;1.796145;1.396582;1.817512;1.529211;2.108518;1.513507;3.565071;2.831394
18.07.2019 22:00;-0.1460115;0.1763326;-0.08063701;0.2655722;-0.231736;0.188241;0.2380954;0.1901844;0.1472833;0.2265483
18.07.2019 23:00;-0.2810848;0.2732133;-0.1284596;0.2368118;-0.2754886;0.2221807;0.1940884;0.2516557;0.1012414;0.1324404
19.07.2019 00:00;-0.2424198;0.1826641;-0.1142145;0.2242689;-0.2467442;0.1791678;0.2233416;0.1785338;0.09640827;0.1615832
19.07.2019 01:00;-0.3044873;0.242356;-0.1457571;0.2049848;-0.3016892;0.2439199;0.2213066;0.1332743;0.03942819;0.1931638
19.07.2019 02:00;-0.2932948;0.1929184;-0.1635634;0.2378066;-0.3011805;0.196048;0.165344;0.3197875;0.07300574;0.175067
19.07.2019 03:00;-0.304233;0.2010538;-0.1828959;0.2296404;-0.3169518;0.156701;0.1879834;0.1816281;-0.02620067;0.2303932
19.07.2019 04:00;-0.344933;0.1953008;-0.2162191;0.2406962;-0.4250613;0.2461611;0.07300573;0.2647963;0.007885633;0.1582082
19.07.2019 05:00;-0.3334862;0.1993854;-0.2218154;0.2415865;-0.3955538;0.2369757;0.07682134;0.2469507;-0.03408631;0.1771454
19.07.2019 06:00;0.2454723;0.7444259;1.071938;1.501451;0.6695161;1.368063;0.6679897;0.7114496;1.252544;1.518819
19.07.2019 07:00;5.179846;2.003155;24.34855;14.13836;17.96196;9.859553;5.70386;1.915427;13.9703;5.586841
19.07.2019 08:00;10.65299;2.349995;46.46803;18.9312;44.1064;19.89034;11.59011;2.027603;32.47687;11.18354
19.07.2019 09:00;19.52281;4.05789;96.65273;10.83451;102.2068;9.922285;19.09698;2.550729;80.12444;18.56334
19.07.2019 10:00;17.36621;1.953047;77.63969;13.10289;90.1135;20.15007;19.00362;1.973526;97.97269;20.93173
19.07.2019 11:00;19.66627;0.8214322;65.24271;9.334661;104.0164;8.485823;21.55323;0.9479904;130.546;10.48406
19.07.2019 12:00;23.168;2.266656;30.62349;4.010596;98.27567;3.794605;40.34292;10.40376;153.4894;7.309599
19.07.2019 13:00;27.89353;2.476453;32.00526;2.226907;76.2816;13.75378;68.76631;14.44233;155.2771;28.2093
19.07.2019 14:00;35.67386;4.339277;37.20292;3.405316;57.48604;11.55495;92.95692;24.16062;160.6124;38.41994
19.07.2019 15:00;36.15438;5.570498;33.14003;4.539273;36.99534;10.07888;79.72761;36.35857;119.0093;48.92961
19.07.2019 16:00;38.38704;16.18884;26.04474;5.094263;22.90829;4.205818;54.60422;36.26194;76.92059;39.18372
19.07.2019 17:00;62.03785;29.08455;24.82984;5.721613;20.35614;4.734651;82.07601;46.41694;90.47523;45.75649
19.07.2019 18:00;71.55453;34.20697;22.34408;2.739984;21.01294;2.958477;68.19397;30.35182;71.71961;22.21325
19.07.2019 19:00;47.50385;27.33404;13.65106;2.50994;12.25097;1.784401;37.31433;20.29119;38.11002;15.2348
19.07.2019 20:00;47.39242;28.27026;9.493291;2.488425;9.314975;2.235012;26.54763;14.11338;24.43173;10.32202
19.07.2019 21:00;4.250867;2.001352;2.154051;1.360366;2.10343;1.564477;3.351395;1.634285;4.483877;2.301691
19.07.2019 22:00;-0.149064;0.3537852;-0.0931014;0.2967465;-0.2027373;0.2520874;0.2597173;0.1619912;0.1930709;0.2251386
19.07.2019 23:00;-0.2485248;0.1949205;-0.1465202;0.1565978;-0.2452179;0.2139453;0.1834047;0.2977365;0.09691703;0.1114904
20.07.2019 00:00;-0.3250918;0.3066627;-0.08547012;0.1864945;-0.2551385;0.1409366;0.2347885;0.1277895;0.07453199;0.2437245
20.07.2019 01:00;-0.2485248;0.2122551;-0.1477921;0.2067399;-0.2744711;0.2062699;0.2584454;0.1173947;0.08292638;0.1327156
20.07.2019 02:00;-0.2711642;0.2967291;-0.161274;0.2756054;-0.3105923;0.2439908;0.2665854;0.1218604;0.07783887;0.1742358
20.07.2019 03:00;-0.3174605;0.2858455;-0.1681422;0.2963249;-0.2887161;0.2075796;0.1650897;0.2389043;0.06791823;0.1977548
20.07.2019 04:00;-0.3179693;0.1977104;-0.167379;0.2133838;-0.2963473;0.161338;0.0722426;0.3247233;0.06715512;0.1357478
20.07.2019 05:00;-0.2650592;0.1513472;-0.2347885;0.2936611;-0.4064919;0.2735211;0.1330383;0.2031902;0.03968255;0.1437759
20.07.2019 06:00;0.005850614;0.5124671;0.5769235;0.897625;0.326618;0.7960359;0.37266;0.4085522;0.6534904;0.7514604
20.07.2019 07:00;4.533478;1.989743;57.672;26.79339;36.2256;18.90088;5.03943;1.938786;15.72752;7.778179
20.07.2019 08:00;9.79905;1.311968;101.1892;7.957953;86.87938;13.26221;9.868495;1.161004;43.19448;8.615192
20.07.2019 09:00;13.46155;0.9232587;104.9354;3.256913;101.5413;5.157647;12.75693;0.7169613;74.40759;9.704859
20.07.2019 10:00;16.00835;0.7841762;87.82209;7.168776;102.7394;2.539625;15.2114;0.816841;104.4577;8.140208
20.07.2019 11:00;17.85537;0.5568282;61.5319;8.870805;103.7557;3.030551;18.28629;1.182916;130.2176;7.504446
20.07.2019 12:00;18.92426;0.70247;24.21323;3.696456;95.32897;3.069257;35.94019;9.791409;148.6308;7.094738
20.07.2019 13:00;23.74238;1.866539;24.85681;2.047887;78.59488;7.256284;69.40939;8.881824;161.2254;6.551528
20.07.2019 14:00;29.20891;1.68963;28.50709;1.431199;56.85545;8.076748;96.63416;7.933864;163.1213;12.23373
20.07.2019 15:00;38.09983;6.358709;30.25083;1.363981;36.08316;7.14258;118.311;11.55143;161.0683;16.78791
20.07.2019 16:00;45.41874;13.99568;24.17533;4.629487;21.26604;2.993586;88.61448;43.39042;106.3355;49.96851
20.07.2019 17:00;66.32712;25.22423;26.22661;3.134947;20.95189;2.625285;93.98433;41.35572;102.2836;37.57738
20.07.2019 18:00;40.94935;31.17401;19.74742;4.349244;14.62506;4.187772;39.82756;35.71969;51.30981;30.71389
20.07.2019 19:00;4.305812;2.856646;5.450756;3.523847;4.267148;1.790655;3.753818;1.593858;7.866814;4.112079
20.07.2019 20:00;0.05952384;0.3664776;0.2564104;0.3570344;0.3182236;0.5883288;0.4904357;0.4203669;0.7298032;0.5835623
20.07.2019 21:00;0.3571431;0.2937948;-0.007122521;0.2826998;-0.1432133;0.2452173;0.4441395;0.2985986;0.4324382;0.1713592
20.07.2019 22:00;-0.2930405;0.3706082;-0.06512011;0.1779435;-0.2925318;0.1800971;0.266331;0.1393947;0.1203196;0.1791661
20.07.2019 23:00;-0.2029916;0.1442907;-0.1798434;0.2736081;-0.2452179;0.140765;0.2207978;0.2089436;0.05418197;0.2092586
21.07.2019 00:00;-0.3016892;0.1814544;-0.1103989;0.185014;-0.3317056;0.2730936;0.1803522;0.1644177;0.04451571;0.255684
21.07.2019 01:00;-0.3090662;0.2572935;-0.1989216;0.3066713;-0.3329774;0.2735853;0.1643265;0.1918746;0.08725075;0.1564959
21.07.2019 02:00;-0.3146624;0.1980425;-0.1968865;0.2712797;-0.322548;0.2176086;0.1902728;0.1795638;0.05341883;0.1514634
21.07.2019 03:00;-0.3263637;0.2039533;-0.1538971;0.2431375;-0.3632481;0.2125056;0.1783172;0.2138477;-0.001271878;0.2521982
21.07.2019 04:00;-0.3149169;0.2784587;-0.195106;0.2269295;-0.3858875;0.2539593;0.06919009;0.2918226;-0.004070005;0.1326718
21.07.2019 05:00;-0.3166974;0.1320195;-0.2040091;0.1240861;-0.3523099;0.1377942;0.144994;0.1640396;-0.06206759;0.2049931
21.07.2019 06:00;-0.2849003;0.2017054;-0.1472834;0.2644549;-0.3423893;0.211674;0.1167583;0.2252076;0.04909445;0.2042004
21.07.2019 07:00;0.7585474;0.7046169;0.9226196;0.6520773;0.9427154;0.7162952;1.173434;0.7115953;2.291922;1.365313
21.07.2019 08:00;3.024269;0.9251319;3.384974;1.162463;4.010483;1.251382;3.898557;0.9542124;7.978231;2.287326
21.07.2019 09:00;2.540447;0.8554252;2.78592;0.7458388;3.078451;1.063596;3.118134;1.026456;5.889301;1.658399
21.07.2019 10:00;9.55663;6.687153;9.93794;7.557114;13.48317;10.57727;12.06909;8.223501;25.36708;18.93412
21.07.2019 11:00;14.11326;4.585343;16.28282;6.240872;22.79357;12.13464;17.25428;6.076737;35.59577;13.97401
21.07.2019 12:00;30.01859;4.574263;33.67625;5.80662;48.2634;19.82809;33.21685;7.217431;73.92455;21.79558
21.07.2019 13:00;17.07012;3.321524;17.80399;3.556984;17.48043;2.829467;15.77128;2.467369;33.313;5.573823
21.07.2019 14:00;24.43428;9.878567;23.11484;8.851564;28.09475;14.22869;28.44172;20.73462;52.75008;33.84396
21.07.2019 15:00;44.77262;6.521204;38.40331;4.378795;47.88643;11.8338;91.77942;35.90113;130.1201;42.72221
21.07.2019 16:00;56.84833;7.236448;27.4639;3.299366;28.52616;2.10424;112.0748;14.88225;126.9783;19.71955
21.07.2019 17:00;88.79507;8.781081;28.48725;2.646493;24.12267;2.901088;124.3244;5.997456;125.2809;8.921698
21.07.2019 18:00;114.359;6.239531;23.22066;2.133142;18.29188;1.548981;111.345;8.178677;99.03242;11.26749
21.07.2019 19:00;90.40018;33.40614;16.22737;2.410717;13.3224;1.393071;66.28745;25.37892;55.58587;18.82206
21.07.2019 20:00;32.14567;30.81617;7.101144;2.290106;6.349721;2.172517;19.29259;16.1619;18.33589;10.10482
21.07.2019 21:00;2.568937;1.239156;2.364419;1.560217;2.169568;1.672131;2.776507;1.511002;4.483875;2.673604
21.07.2019 22:00;-0.1589847;0.2662178;-0.02874442;0.2258835;-0.2347885;0.2131312;0.2444547;0.1626848;0.1304946;0.2799389
21.07.2019 23:00;-0.3210218;0.3333848;-0.04884008;0.1543655;-0.2953299;0.1711361;0.2027372;0.1838927;0.07554951;0.1414681
22.07.2019 00:00;-0.2251222;0.1308971;-0.1213371;0.1970467;-0.3724056;0.3179615;0.1757734;0.2878175;0.07275137;0.2176782
22.07.2019 01:00;-0.3149168;0.2840083;-0.1630546;0.2250294;-0.3072854;0.2590656;0.2057897;0.1934891;0.1007327;0.1100667
22.07.2019 02:00;-0.3258549;0.2008598;-0.211386;0.2902399;-0.3502749;0.2995557;0.1439765;0.2197903;0.02009565;0.1894745
22.07.2019 03:00;-0.362485;0.2938532;-0.136854;0.156815;-0.3253461;0.2106282;0.1086183;0.2736506;0.08419826;0.1422363
22.07.2019 04:00;-0.3238199;0.2156124;-0.2589541;0.2976123;-0.3795281;0.2411522;0.1401608;0.1600866;-0.00483314;0.1839644
22.07.2019 05:00;-0.3446787;0.1736687;-0.1729753;0.1913539;-0.3800369;0.204326;0.08725076;0.2167618;-0.01170127;0.1416859
22.07.2019 06:00;-0.06206759;0.4087667;0.4123425;0.7456463;0.2386041;0.8524998;0.3673181;0.3547114;0.5980366;0.8307707
22.07.2019 07:00;3.44119;1.722513;7.745731;4.179634;7.758959;4.203966;3.956046;1.702459;8.748734;4.155769
22.07.2019 08:00;8.829625;1.244991;26.00505;14.92436;28.06397;14.42865;10.10532;1.149558;24.18067;7.307996
22.07.2019 09:00;14.19186;2.336235;67.81317;9.897269;72.26398;10.97256;14.113;1.86026;55.72654;12.41115
22.07.2019 10:00;17.88488;0.7809308;73.6198;4.547554;84.31273;7.074488;18.9619;1.008379;88.10751;9.457532
22.07.2019 11:00;21.91368;1.203686;58.46767;7.240639;92.17699;8.202196;25.89974;2.890629;116.8219;13.04794
22.07.2019 12:00;23.4524;1.654064;32.15052;3.467795;90.96389;11.22607;41.82593;8.506705;138.2843;15.94842
22.07.2019 13:00;27.37232;1.823136;28.33259;1.282327;76.85088;9.621307;70.39585;7.891284;154.3618;10.42915
22.07.2019 14:00;28.99727;2.893947;28.6882;2.266323;53.22171;8.432338;87.60307;13.4043;146.8506;21.0439
22.07.2019 15:00;37.34359;5.646066;28.40839;1.961866;34.16516;7.996631;102.5914;14.20113;142.5349;23.54689
22.07.2019 16:00;58.2998;8.910141;27.77779;1.425618;22.00779;1.334369;117.6412;12.83738;134.4425;14.46211
22.07.2019 17:00;69.91177;14.95849;23.22448;3.176384;18.19344;1.720728;96.95444;18.29156;99.15324;19.16437
22.07.2019 18:00;97.13784;7.511746;18.99371;1.979023;14.7609;1.308348;99.16903;9.222439;85.89037;10.56987
22.07.2019 19:00;97.56036;8.624455;13.7467;1.571296;11.133;1.006406;70.69448;9.224343;54.84309;8.676776
22.07.2019 20:00;30.25159;17.1256;7.362643;1.151194;6.480214;0.7172154;19.02373;9.755262;18.05022;5.794999
22.07.2019 21:00;6.21617;2.701185;3.000612;1.310651;2.759719;1.535839;4.846106;2.359329;6.091529;2.760826
22.07.2019 22:00;0.04578756;0.4860257;0.06283072;0.2712565;-0.1821328;0.3104072;0.3416261;0.3642505;0.3571432;0.4416396
22.07.2019 23:00;-0.313136;0.3332843;-0.1971409;0.2917537;-0.2767605;0.1808565;0.2370779;0.1511803;0.05952383;0.2205897
23.07.2019 00:00;-0.2907511;0.2700134;-0.0951364;0.1302949;-0.2787954;0.1735922;0.2159647;0.2091732;0.0590151;0.2011426
23.07.2019 01:00;-0.3072855;0.2304665;-0.1541515;0.2373752;-0.2648048;0.197507;0.1920535;0.1942861;0.09157514;0.1518346
23.07.2019 02:00;-0.3283987;0.2927792;-0.1195564;0.2380851;-0.2874442;0.223674;0.2065528;0.2063823;0.07733012;0.1819138
23.07.2019 03:00;-0.2304642;0.1380872;-0.1661071;0.2351303;-0.287953;0.1945292;0.1953603;0.1660696;0.0981889;0.1802522
23.07.2019 04:00;-0.258191;0.2023516;-0.1765366;0.2778362;-0.2701467;0.1219507;0.1488096;0.2622257;0.07682136;0.1263188
23.07.2019 05:00;-0.3217849;0.215724;-0.1681421;0.2349387;-0.2752342;0.1424675;0.1953603;0.1870889;0.01297314;0.2436883
23.07.2019 06:00;0.08954013;0.435169;0.9610302;1.384407;0.5280834;0.9903727;0.4349819;0.482575;0.7483724;0.83278
23.07.2019 07:00;3.10745;1.174779;37.09684;14.10122;23.55288;10.23827;3.578045;1.267983;10.50011;4.109549
23.07.2019 08:00;8.919672;1.747292;92.80505;14.78319;79.74517;17.07349;9.13055;1.566402;39.08809;10.71377
23.07.2019 09:00;12.98587;0.8402157;104.3847;2.888476;93.41096;4.406417;12.38096;0.5570562;72.33648;8.836912
23.07.2019 10:00;14.85781;0.5206847;86.10912;6.500864;102.3874;3.714316;14.23637;0.7571313;101.2704;8.848984
23.07.2019 11:00;15.91907;0.3577152;58.94743;10.35963;105.387;0.9886122;16.27825;0.5496801;127.6578;6.798752
23.07.2019 12:00;17.01415;0.4381731;21.37313;4.036248;97.35226;3.650266;34.2168;9.856601;148.25;5.041657
23.07.2019 13:00;18.08711;0.2921736;19.43835;0.4298164;79.46104;6.351389;66.74353;9.104692;161.043;2.479368
23.07.2019 14:00;19.10868;0.3332338;19.68306;0.165065;54.91354;7.726832;94.25041;6.760952;164.0879;1.174207
23.07.2019 15:00;26.11494;6.59298;20.27753;0.8485346;29.85248;6.227034;114.9785;5.157057;157.512;2.609074
23.07.2019 16:00;52.81623;8.591138;19.854;0.5560054;14.52712;0.4123188;126.6942;1.614091;143.848;5.442529
23.07.2019 17:00;84.18859;9.051668;18.18479;0.5312108;13.05735;0.5052449;125.3529;2.039835;121.2094;7.36628
23.07.2019 18:00;112.5456;6.066978;16.0142;0.9387947;11.26069;0.6215604;113.1019;6.052105;94.38041;8.925952
23.07.2019 19:00;125.9094;1.358259;12.66103;1.074188;9.288517;0.7029232;87.30394;9.087514;63.05281;9.249221
23.07.2019 20:00;82.88288;48.11588;7.376886;2.592309;6.18285;1.622569;41.75216;24.11237;27.06097;14.76836
23.07.2019 21:00;2.713677;1.463058;1.558558;0.8059861;1.738656;0.9701256;2.672723;1.294514;3.009007;1.417964
23.07.2019 22:00;-0.1137058;0.3474857;-0.009666252;0.2631472;-0.1643266;0.1779325;0.2246134;0.2499685;0.2190172;0.2303552
23.07.2019 23:00;-0.2932948;0.3046926;-0.09793451;0.2077291;-0.2528492;0.1467206;0.1643265;0.2657809;0.08521576;0.145683
24.07.2019 00:00;-0.2347885;0.1453842;-0.1462658;0.2838213;-0.2625155;0.2386166;0.1867115;0.2012565;0.07071637;0.2105817
24.07.2019 01:00;-0.3044873;0.295274;-0.09208389;0.1856341;-0.2523404;0.1390612;0.1444852;0.3230886;0.0579976;0.1799166
24.07.2019 02:00;-0.2258854;0.1961853;-0.1350733;0.2476707;-0.3576518;0.3478535;0.2009565;0.1748246;0.07707574;0.1642034
24.07.2019 03:00;-0.2612436;0.2375451;-0.1401608;0.1978935;-0.2871899;0.1364124;0.1915447;0.1987535;0.08419825;0.1185343
24.07.2019 04:00;-0.248016;0.1832271;-0.1223546;0.2325135;-0.2963474;0.2521366;0.1849309;0.2258664;0.09004888;0.1825922
24.07.2019 05:00;-0.2136754;0.1352837;-0.227666;0.3600392;-0.2632786;0.1767122;0.219526;0.2337558;0.04833132;0.2661282
24.07.2019 06:00;0.1310033;0.3299118;0.5949841;0.7991962;0.4332013;0.7213762;0.4443938;0.446596;0.6102465;0.6248041
24.07.2019 07:00;4.127241;1.899921;62.26016;28.64982;39.30329;20.33462;4.835931;1.871309;14.91835;7.6655
24.07.2019 08:00;9.484641;1.23828;107.2248;4.153096;89.23058;8.167769;9.630142;1.122286;42.74677;8.589387
24.07.2019 09:00;12.91973;0.8132432;105.6772;3.557864;93.60127;2.619473;12.18077;0.5219569;72.68855;8.756807
24.07.2019 10:00;14.82525;0.4382216;86.49272;6.961008;103.1368;2.452839;14.11733;0.6961057;101.753;8.153916
24.07.2019 11:00;16.01039;0.3976759;58.38729;10.99488;105.3295;1.21805;16.27367;0.5963566;127.5703;6.580392
24.07.2019 12:00;17.17517;0.4659402;21.78929;3.794688;96.69089;3.864407;34.58514;9.895452;147.5225;4.776827
24.07.2019 13:00;18.39338;0.4667811;19.87715;0.5187376;78.75081;6.401164;66.7799;8.999837;159.471;2.076358
24.07.2019 14:00;20.19206;0.5974419;20.09336;0.3127201;54.24987;7.70306;94.03851;6.841493;161.4795;1.167708
24.07.2019 15:00;28.33386;6.574687;21.36067;1.016257;29.95346;5.816401;115.2427;5.342884;155.7386;2.48062
24.07.2019 16:00;53.28733;8.203491;22.01187;0.3853909;15.65579;0.3714824;126.4559;1.424005;141.4534;5.61798
24.07.2019 17:00;83.09224;8.5896;20.15976;0.7163448;14.41139;0.4415978;124.3629;2.464591;118.4387;7.443034
24.07.2019 18:00;105.3801;4.070181;17.11031;1.002594;12.83782;0.4366297;108.7564;6.779219;89.49409;9.181852
24.07.2019 19:00;107.0842;7.739615;13.23337;1.159348;11.64861;0.4799661;79.00849;10.2187;57.10423;8.787854
24.07.2019 20:00;57.78799;35.96336;7.472025;2.542108;7.60328;2.101694;34.27887;19.51275;24.52612;11.95332
24.07.2019 21:00;5.082928;3.594745;2.253512;1.287295;2.45981;1.683925;4.235096;2.913971;5.009162;3.174014
24.07.2019 22:00;-0.1605109;0.3220656;-0.06486573;0.2785934;-0.2108772;0.2783404;0.2630242;0.2259569;0.1533884;0.1826924
24.07.2019 23:00;-0.2586998;0.1869981;-0.1200652;0.2881273;-0.2800674;0.2216104;0.1996847;0.1747829;0.1289683;0.1195756
25.07.2019 00:00;-0.2373323;0.1951063;-0.1106533;0.186545;-0.2317361;0.1929264;0.1989216;0.2481888;0.07987388;0.1686576
25.07.2019 01:00;-0.2724361;0.2202571;-0.1363452;0.2703359;-0.2421654;0.159308;0.1732297;0.2163267;0.08699639;0.1925198
25.07.2019 02:00;-0.277778;0.158093;-0.1566952;0.2093223;-0.2205435;0.105316;0.2284291;0.2152316;0.08241763;0.2269314
25.07.2019 03:00;-0.2800673;0.2638965;-0.1406696;0.2675675;-0.2480161;0.2224112;0.2261398;0.1397304;0.08394388;0.2125001
25.07.2019 04:00;-0.2541211;0.2172579;-0.1569496;0.265879;-0.2793042;0.1903496;0.1945972;0.2123197;0.09920643;0.1117226
25.07.2019 05:00;-0.2609892;0.2217658;-0.09233828;0.2044537;-0.3187324;0.2187586;0.2197803;0.160225;0.1014958;0.1657894
25.07.2019 06:00;0.1093814;0.395249;0.6082116;0.9197442;0.3487487;0.7223591;0.4637264;0.3393535;0.6456048;0.6555091
25.07.2019 07:00;3.956555;1.960485;32.2548;18.41415;21.85238;13.62693;4.369407;1.950758;11.46419;6.491916
25.07.2019 08:00;9.987796;1.486082;79.72659;9.087136;70.39407;12.95734;10.29941;1.526127;37.86658;8.395103
25.07.2019 09:00;13.82912;0.9213278;90.96745;0.7966416;91.42152;4.962356;14.23256;0.8783245;66.84401;8.851296
25.07.2019 10:00;15.79926;0.5920743;79.23362;7.300143;92.48914;4.745741;16.66591;0.8586686;93.11464;7.51264
25.07.2019 11:00;17.4555;0.9443029;57.06683;9.11459;98.27258;4.689915;20.34749;1.426828;119.2565;10.34372
25.07.2019 12:00;19.36916;1.288356;26.85747;2.973075;91.38309;7.509073;37.87497;9.7384;137.7573;12.90801
25.07.2019 13:00;22.33925;0.9460745;25.49681;0.3547283;78.23366;5.514028;68.995;8.742247;153.6255;2.689415
25.07.2019 14:00;25.54565;1.152042;25.68047;0.6728695;56.69417;6.916803;95.88302;7.410214;156.9247;5.278331
25.07.2019 15:00;33.55873;4.848461;25.49859;1.050854;36.30929;5.329842;114.8047;8.384126;149.5374;13.69711
25.07.2019 16:00;35.51666;2.544311;21.05338;1.662098;20.65935;1.52535;59.06267;15.42307;80.03208;14.22215
25.07.2019 17:00;27.2197;8.310663;18.82073;5.327439;12.46516;4.555291;24.74564;10.6406;42.11975;16.95484
25.07.2019 18:00;5.891844;1.886051;3.787904;1.049633;2.465407;0.7299742;4.583082;1.730227;8.224212;2.140708
25.07.2019 19:00;1.439002;1.006205;1.645808;1.086738;1.01216;0.6431326;1.219984;0.6630546;2.98942;1.664994
25.07.2019 20:00;0.1701772;0.2249144;0.2737079;0.2494986;0.06333946;0.1595116;0.3014349;0.1356456;0.5128208;0.2618786
25.07.2019 21:00;0.2805762;0.337;0.3856331;0.26254;0.2342797;0.1925707;0.4283682;0.2352091;0.834097;0.2215227
25.07.2019 22:00;0.01856942;0.4641508;0.0351038;0.4352836;-0.1518621;0.2797589;0.354345;0.2841048;0.340863;0.5038531
25.07.2019 23:00;-0.279813;0.2715367;-0.1396521;0.1885776;-0.2815936;0.2468479;0.1638177;0.2414161;0.09284701;0.1393631
26.07.2019 00:00;-0.259463;0.1742872;-0.1338014;0.232695;-0.3434068;0.2575932;0.1739928;0.2655593;0.09284701;0.2063602
26.07.2019 01:00;-0.2637873;0.2507438;-0.1396521;0.2345638;-0.2785411;0.2021468;0.1920534;0.1774504;0.06461135;0.1783685
26.07.2019 02:00;-0.2393673;0.1604742;-0.1383802;0.2586366;-0.2462354;0.1414144;0.2057897;0.1766653;0.07020762;0.1861194
26.07.2019 03:00;-0.2559017;0.2166412;-0.2055353;0.3544004;-0.2579367;0.1399028;0.1765365;0.2848328;0.000254364;0.2892707
26.07.2019 04:00;-0.2449635;0.2171792;-0.1264246;0.1817265;-0.257428;0.2129194;0.1907815;0.2614537;0.1014958;0.1629788
26.07.2019 05:00;-0.3385736;0.2906496;-0.1299858;0.16045;-0.3446787;0.3007439;0.138889;0.2574455;0.07860199;0.1855684
26.07.2019 06:00;0.1434677;0.4509657;0.5687834;0.7693881;0.3319599;0.8842945;0.5362234;0.4702862;0.8702182;1.055631
26.07.2019 07:00;4.007176;2.128024;8.989882;4.709938;7.45498;4.214425;4.075348;1.892642;9.785059;4.877774
26.07.2019 08:00;10.80917;1.062684;39.39589;10.65448;36.47616;9.254538;11.68779;1.45209;31.11572;4.973228
26.07.2019 09:00;15.07988;2.357544;54.09751;11.92005;64.28576;16.12388;15.64256;2.068275;53.26519;12.01653
